"Name","val_acc","test_acc","State","ID","Notes","User","Group","Job Type","Tags","Updated","End Time","Sweep","Hostname","Description","Commit","GitHub","GPU Count","GPU Type","Created","Runtime","GradC","act_B","act_F","architecture","batchsize","bn_affine","dataset","epochs","fw_bn","grad_clip_F","lr_F","method","mmt_F","wd_F","loss_scale_ssl","loss_scale_C","seed","bias_init","bw_bn","eta_min","filter_target","grad_clip_B","lr_B","mmt_B","mode","num_chn","optimizer","task","task_transform","tmax","warmup","wd_B","yaml","best_epoch","test_loss","val_loss"
"CIFAR10_BP_none","0.8512","0.8547","finished","vk6beu1s","-","","","","","2024-05-03T06:37:57.000Z","2024-05-03T06:37:57.000Z","","gadikota-compute-01.cee.cornell.edu","","28b12792776f85e2121e0fd258b051fe5dd58791","https://github.com/IandRover/CCL/tree/28b12792776f85e2121e0fd258b051fe5dd58791","1","NVIDIA GeForce RTX 2080 Ti","2024-05-03T06:03:34.000Z","2063","1","elu","relu","cnn","128","0","CIFAR10","100","2","0","0.1","BP","0.5","0.00001","","0.5","1","zero","0","0.001","0","0","0","0","train","3","SGD","classification","none","100","200","0","./yaml/cnn/cifar10_bp.yaml","86","0.5117588603496551","0.5245627489089966"
"CIFAR10_BP_none","0.8512","0.8545","finished","evpe6syd","-","","","","","2024-05-03T07:13:32.000Z","2024-05-03T07:13:32.000Z","","bala-compute-01.cs.cornell.edu","","28b12792776f85e2121e0fd258b051fe5dd58791","https://github.com/IandRover/CCL/tree/28b12792776f85e2121e0fd258b051fe5dd58791","1","NVIDIA GeForce RTX 2080 Ti","2024-05-03T06:33:33.000Z","2399","1","elu","relu","cnn","64","0","CIFAR10","100","2","0","0.1","BP","0.5","0.00001","","0.5","0","zero","0","0.001","0","0","0","0","train","3","SGD","classification","none","100","200","0","./yaml/cnn/cifar10_bp.yaml","75","0.4975801682472229","0.5309349463820457"
"CIFAR10_BP_none","0.8506","0.8431","finished","c5gwf1h9","-","","","","","2024-05-03T06:36:30.000Z","2024-05-03T06:36:30.000Z","","badjak.compling.cornell.edu","","28b12792776f85e2121e0fd258b051fe5dd58791","https://github.com/IandRover/CCL/tree/28b12792776f85e2121e0fd258b051fe5dd58791","1","NVIDIA GeForce RTX 2080 Ti","2024-05-03T05:58:24.000Z","2286","1","elu","relu","cnn","64","0","CIFAR10","100","2","0","0.1","BP","0.9","0.00001","","0.5","1","zero","0","0.001","0","0","0","0","train","3","SGD","classification","none","100","200","0","./yaml/cnn/cifar10_bp.yaml","50","0.49891348600387575","0.5479019971847534"
"CIFAR10_BP_none","0.8482","0.8422","finished","9sbz8b0q","-","","","","","2024-05-03T14:48:52.000Z","2024-05-03T14:48:52.000Z","","tripods-compute-02.cs.cornell.edu","","28b12792776f85e2121e0fd258b051fe5dd58791","https://github.com/IandRover/CCL/tree/28b12792776f85e2121e0fd258b051fe5dd58791","1","NVIDIA GeForce GTX 1080 Ti","2024-05-03T14:07:27.000Z","2485","1","elu","elu","cnn_pool","128","0","CIFAR10","100","0","3","0.03","BP","0.5","0.00001","","0.5","1","zero","0","0.001","0","3","0.03","0.5","train","3","SGD","classification","none","100","200","0","./yaml/cnn/cifar10_bp_pool.yaml","30","0.5109038471698761","0.7323913012027741"
"CIFAR10_BP_none","0.8482","0.8507","finished","mof7xomn","-","","","","","2024-05-03T05:58:15.000Z","2024-05-03T05:58:15.000Z","","badjak.compling.cornell.edu","","28b12792776f85e2121e0fd258b051fe5dd58791","https://github.com/IandRover/CCL/tree/28b12792776f85e2121e0fd258b051fe5dd58791","1","NVIDIA GeForce RTX 2080 Ti","2024-05-03T05:20:05.000Z","2290","1","elu","relu","cnn","64","0","CIFAR10","100","2","0","0.03","BP","0.5","0.00001","","0.5","1","zero","0","0.001","0","0","0","0","train","3","SGD","classification","none","100","200","0","./yaml/cnn/cifar10_bp.yaml","88","0.5108569167613983","0.5248442637443542"
"CIFAR10_BP_none","0.8476","0.852","finished","5m2gd5y3","-","","","","","2024-05-03T05:09:19.000Z","2024-05-03T05:09:19.000Z","","harpo.cs.cornell.edu","","28b12792776f85e2121e0fd258b051fe5dd58791","https://github.com/IandRover/CCL/tree/28b12792776f85e2121e0fd258b051fe5dd58791","1","NVIDIA GeForce GTX 1080 Ti","2024-05-03T04:31:26.000Z","2273","1","elu","relu","cnn","128","0","CIFAR10","100","2","0","0.03","BP","0.9","0.00001","","0.5","0","zero","0","0.001","0","0","0","0","train","3","SGD","classification","none","100","200","0","./yaml/cnn/cifar10_bp.yaml","56","0.521647217130661","0.5749327823638916"
"CIFAR10_BP_none","0.8472","0.8638","finished","8qjpr55j","-","","","","","2024-05-03T09:49:45.000Z","2024-05-03T09:49:45.000Z","","bhattacharjee-compute-01.cs.cornell.edu","","28b12792776f85e2121e0fd258b051fe5dd58791","https://github.com/IandRover/CCL/tree/28b12792776f85e2121e0fd258b051fe5dd58791","1","NVIDIA GeForce RTX 3090","2024-05-03T09:16:40.000Z","1985","1","elu","elu","cnn_pool","128","0","CIFAR10","100","1","1","0.03","BP","0.5","0.00001","","0.5","1","zero","0","0.001","0","1","0.03","0.5","train","3","SGD","classification","none","100","200","0","./yaml/cnn/cifar10_bp_pool.yaml","96","0.41623130235672","0.4603371395111084"
"CIFAR10_BP_none","0.8472","0.8575","finished","t3pll3r2","-","","","","","2024-05-03T18:56:08.000Z","2024-05-03T18:56:08.000Z","","sablab-gpu-03.ece.cornell.edu","","a275726cdc0afeb977d404cc1d015a88004317ff","https://github.com/IandRover/CCL/tree/a275726cdc0afeb977d404cc1d015a88004317ff","1","NVIDIA GeForce GTX 1080 Ti","2024-05-03T18:08:10.000Z","2878","1","elu","elu","cnn_pool","64","0","CIFAR10","100","0","3","0.05","BP","0.9","0.00001","0.5","0.5","1","zero","0","0.001","0","3","0.05","0.9","train","3","SGD","classification","none","100","200","0","./yaml/cnn/cifar10_bp_pool.yaml","96","0.5013300786018372","0.5794751329898834"
"CIFAR10_BP_none","0.8462","0.8417","finished","xtxp7cdh","-","","","","","2024-05-03T03:56:12.000Z","2024-05-03T03:56:12.000Z","","bala-compute-01.cs.cornell.edu","","28b12792776f85e2121e0fd258b051fe5dd58791","https://github.com/IandRover/CCL/tree/28b12792776f85e2121e0fd258b051fe5dd58791","1","NVIDIA GeForce RTX 2080 Ti","2024-05-03T03:17:37.000Z","2315","1","elu","relu","cnn","64","0","CIFAR10","100","1","0","0.1","BP","0.9","0.00001","","0.5","0","zero","0","0.001","0","0","0","0","train","3","SGD","classification","none","100","200","0","./yaml/cnn/cifar10_bp.yaml","72","0.5109238605976105","0.5349060667991639"
"CIFAR10_BP_none","0.846","0.859","finished","pus43daf","-","","","","","2024-05-03T08:50:27.000Z","2024-05-03T08:50:27.000Z","","dgx2-compute-02.coecis.cornell.edu","","28b12792776f85e2121e0fd258b051fe5dd58791","https://github.com/IandRover/CCL/tree/28b12792776f85e2121e0fd258b051fe5dd58791","1","Tesla V100-SXM3-32GB-H","2024-05-03T08:15:55.000Z","2072","1","elu","elu","cnn_pool","32","0","CIFAR10","100","1","1","0.01","BP","0.5","0.00001","","0.5","1","zero","0","0.001","0","1","0.01","0.5","train","3","SGD","classification","none","100","200","0","./yaml/cnn/cifar10_bp_pool.yaml","98","0.4277925322175026","0.47101314125061033"
"CIFAR10_BP_none","0.8458","0.8385","finished","0oyrpsy3","-","","","","","2024-05-03T05:37:32.000Z","2024-05-03T05:37:32.000Z","","sablab-gpu-03.ece.cornell.edu","","28b12792776f85e2121e0fd258b051fe5dd58791","https://github.com/IandRover/CCL/tree/28b12792776f85e2121e0fd258b051fe5dd58791","1","NVIDIA GeForce GTX 1080 Ti","2024-05-03T04:54:17.000Z","2595","1","elu","elu","cnn_pool","64","0","CIFAR10","100","0","0","0.01","BP","0.5","0.00001","","0.5","1","zero","0","0.001","0","0","0.01","0.5","train","3","SGD","classification","none","100","200","0","./yaml/cnn/cifar10_bp_pool.yaml","34","0.521118361377716","0.664384059381485"
"CIFAR10_BP_none","0.8458","0.8371","finished","wge7ta3l","-","","","","","2024-05-03T06:25:53.000Z","2024-05-03T06:25:53.000Z","","harpo.cs.cornell.edu","","28b12792776f85e2121e0fd258b051fe5dd58791","https://github.com/IandRover/CCL/tree/28b12792776f85e2121e0fd258b051fe5dd58791","1","NVIDIA GeForce GTX 1080 Ti","2024-05-03T05:48:07.000Z","2266","1","elu","relu","cnn","128","0","CIFAR10","100","2","0","0.1","BP","0.9","0.00001","","0.5","0","zero","0","0.001","0","0","0","0","train","3","SGD","classification","none","100","200","0","./yaml/cnn/cifar10_bp.yaml","42","0.519556376838684","0.5774667694568634"
"CIFAR10_BP_none","0.8456","0.8392","finished","00tya7pi","-","","","","","2024-05-03T03:17:25.000Z","2024-05-03T03:17:25.000Z","","bala-compute-01.cs.cornell.edu","","28b12792776f85e2121e0fd258b051fe5dd58791","https://github.com/IandRover/CCL/tree/28b12792776f85e2121e0fd258b051fe5dd58791","1","NVIDIA GeForce RTX 2080 Ti","2024-05-03T02:39:21.000Z","2284","1","elu","relu","cnn","64","0","CIFAR10","100","1","0","0.03","BP","0.5","0.00001","","0.5","0","zero","0","0.001","0","0","0","0","train","3","SGD","classification","none","100","200","0","./yaml/cnn/cifar10_bp.yaml","38","0.5173763589382172","0.5800102951049805"
"CIFAR10_BP_none","0.8444","0.8412","finished","2kcl2fv9","-","","","","","2024-05-03T02:39:11.000Z","2024-05-03T02:39:11.000Z","","bala-compute-01.cs.cornell.edu","","28b12792776f85e2121e0fd258b051fe5dd58791","https://github.com/IandRover/CCL/tree/28b12792776f85e2121e0fd258b051fe5dd58791","1","NVIDIA GeForce RTX 2080 Ti","2024-05-03T01:59:38.000Z","2373","1","elu","relu","cnn","64","0","CIFAR10","100","1","0","0.03","BP","0.9","0.00001","","0.5","0","zero","0","0.001","0","0","0","0","train","3","SGD","classification","none","100","200","0","./yaml/cnn/cifar10_bp.yaml","46","0.604466728591919","0.72296463098526"
"CIFAR10_BP_none","0.8444","0.8506","finished","o8u1nafz","-","","","","","2024-05-03T13:17:22.000Z","2024-05-03T13:17:22.000Z","","sablab-gpu-03.ece.cornell.edu","","28b12792776f85e2121e0fd258b051fe5dd58791","https://github.com/IandRover/CCL/tree/28b12792776f85e2121e0fd258b051fe5dd58791","1","NVIDIA GeForce GTX 1080 Ti","2024-05-03T12:29:06.000Z","2896","1","elu","elu","cnn_pool","64","0","CIFAR10","100","0","1","0.05","BP","0.5","0.00001","","0.5","1","zero","0","0.001","0","1","0.05","0.5","train","3","SGD","classification","none","100","200","0","./yaml/cnn/cifar10_bp_pool.yaml","38","0.4995938384056091","0.6929587977409363"
"CIFAR10_BP_none","0.844","0.8295","finished","rk2red3o","-","","","","","2024-05-03T03:08:17.000Z","2024-05-03T03:08:17.000Z","","gadikota-compute-01.cee.cornell.edu","","28b12792776f85e2121e0fd258b051fe5dd58791","https://github.com/IandRover/CCL/tree/28b12792776f85e2121e0fd258b051fe5dd58791","1","NVIDIA GeForce RTX 2080 Ti","2024-05-03T02:33:59.000Z","2058","1","elu","relu","cnn","128","0","CIFAR10","100","1","0","0.03","BP","0.5","0.00001","","0.5","1","zero","0","0.001","0","0","0","0","train","3","SGD","classification","none","100","200","0","./yaml/cnn/cifar10_bp.yaml","30","0.5222323452949524","0.5711177290916443"
"CIFAR10_BP_none","0.8436","0.8572","finished","6xr1ypil","-","","","","","2024-05-03T07:02:01.000Z","2024-05-03T07:02:01.000Z","","harpo.cs.cornell.edu","","28b12792776f85e2121e0fd258b051fe5dd58791","https://github.com/IandRover/CCL/tree/28b12792776f85e2121e0fd258b051fe5dd58791","1","NVIDIA GeForce GTX 1080 Ti","2024-05-03T06:26:09.000Z","2152","1","elu","relu","cnn","128","0","CIFAR10","100","2","0","0.1","BP","0.5","0.00001","","0.5","0","zero","0","0.001","0","0","0","0","train","3","SGD","classification","none","100","200","0","./yaml/cnn/cifar10_bp.yaml","90","0.527670713853836","0.5765591207027435"
"CIFAR10_BP_none","0.8432","0.854","finished","5jfquhxp","-","","","","","2024-05-03T05:53:59.000Z","2024-05-03T05:53:59.000Z","","bala-compute-01.cs.cornell.edu","","28b12792776f85e2121e0fd258b051fe5dd58791","https://github.com/IandRover/CCL/tree/28b12792776f85e2121e0fd258b051fe5dd58791","1","NVIDIA GeForce RTX 2080 Ti","2024-05-03T05:15:18.000Z","2321","1","elu","relu","cnn","64","0","CIFAR10","100","2","0","0.03","BP","0.5","0.00001","","0.5","0","zero","0","0.001","0","0","0","0","train","3","SGD","classification","none","100","200","0","./yaml/cnn/cifar10_bp.yaml","84","0.5014076726913452","0.5400914133548737"
"CIFAR10_BP_none","0.842","0.8274","finished","6e0r4yq1","-","","","","","2024-05-03T02:35:30.000Z","2024-05-03T02:35:30.000Z","","harpo.cs.cornell.edu","","28b12792776f85e2121e0fd258b051fe5dd58791","https://github.com/IandRover/CCL/tree/28b12792776f85e2121e0fd258b051fe5dd58791","1","NVIDIA GeForce GTX 1080 Ti","2024-05-03T01:59:37.000Z","2153","1","elu","relu","cnn","128","0","CIFAR10","100","1","0","0.03","BP","0.9","0.00001","","0.5","0","zero","0","0.001","0","0","0","0","train","3","SGD","classification","none","100","200","0","./yaml/cnn/cifar10_bp.yaml","30","0.5850567363739013","0.711025039434433"
"CIFAR10_BP_none","0.8418","0.8507","finished","g0vdc75a","-","","","","","2024-05-03T03:13:48.000Z","2024-05-03T03:13:48.000Z","","harpo.cs.cornell.edu","","28b12792776f85e2121e0fd258b051fe5dd58791","https://github.com/IandRover/CCL/tree/28b12792776f85e2121e0fd258b051fe5dd58791","1","NVIDIA GeForce GTX 1080 Ti","2024-05-03T02:36:25.000Z","2243","1","elu","relu","cnn","128","0","CIFAR10","100","1","0","0.03","BP","0.5","0.00001","","0.5","0","zero","0","0.001","0","0","0","0","train","3","SGD","classification","none","100","200","0","./yaml/cnn/cifar10_bp.yaml","76","0.5196252206802369","0.5534832775831222"
"CIFAR10_BP_none","0.8416","0.831","finished","ch58xi3s","-","","","","","2024-05-03T10:52:51.000Z","2024-05-03T10:52:51.000Z","","sablab-gpu-03.ece.cornell.edu","","28b12792776f85e2121e0fd258b051fe5dd58791","https://github.com/IandRover/CCL/tree/28b12792776f85e2121e0fd258b051fe5dd58791","1","NVIDIA GeForce GTX 1080 Ti","2024-05-03T10:05:29.000Z","2842","1","elu","elu","cnn_pool","64","0","CIFAR10","100","0","1","0.01","BP","0.9","0.00001","","0.5","1","zero","0","0.001","0","1","0.01","0.9","train","3","SGD","classification","none","100","200","0","./yaml/cnn/cifar10_bp_pool.yaml","30","0.5218988916397095","0.7698412448883056"
"CIFAR10_BP_none","0.8416","0.8269","finished","fst1azuv","-","","","","","2024-05-03T02:33:49.000Z","2024-05-03T02:33:49.000Z","","gadikota-compute-01.cee.cornell.edu","","28b12792776f85e2121e0fd258b051fe5dd58791","https://github.com/IandRover/CCL/tree/28b12792776f85e2121e0fd258b051fe5dd58791","1","NVIDIA GeForce RTX 2080 Ti","2024-05-03T01:59:44.000Z","2045","1","elu","relu","cnn","128","0","CIFAR10","100","1","0","0.03","BP","0.9","0.00001","","0.5","1","zero","0","0.001","0","0","0","0","train","3","SGD","classification","none","100","200","0","./yaml/cnn/cifar10_bp.yaml","26","0.547376250743866","0.6881348627507686"
"CIFAR10_BP_none","0.8416","0.8291","finished","arg6aeuj","-","","","","","2024-05-03T02:37:16.000Z","2024-05-03T02:37:16.000Z","","badjak.compling.cornell.edu","","28b12792776f85e2121e0fd258b051fe5dd58791","https://github.com/IandRover/CCL/tree/28b12792776f85e2121e0fd258b051fe5dd58791","1","NVIDIA GeForce RTX 2080 Ti","2024-05-03T01:59:48.000Z","2248","1","elu","relu","cnn","64","0","CIFAR10","100","1","0","0.03","BP","0.9","0.00001","","0.5","1","zero","0","0.001","0","0","0","0","train","3","SGD","classification","none","100","200","0","./yaml/cnn/cifar10_bp.yaml","34","0.5786602742195129","0.7001627195358276"
"CIFAR10_BP_none","0.8408","0.8352","finished","5pcmuaym","-","","","","","2024-05-03T11:40:35.000Z","2024-05-03T11:40:35.000Z","","sablab-gpu-03.ece.cornell.edu","","28b12792776f85e2121e0fd258b051fe5dd58791","https://github.com/IandRover/CCL/tree/28b12792776f85e2121e0fd258b051fe5dd58791","1","NVIDIA GeForce GTX 1080 Ti","2024-05-03T10:53:02.000Z","2853","1","elu","elu","cnn_pool","64","0","CIFAR10","100","0","1","0.03","BP","0.5","0.00001","","0.5","1","zero","0","0.001","0","1","0.03","0.5","train","3","SGD","classification","none","100","200","0","./yaml/cnn/cifar10_bp_pool.yaml","60","0.5258410830974579","0.5552642827630043"
"CIFAR10_BP_none","0.839","0.8332","finished","j67iem7c","-","","","","","2024-05-03T04:41:50.000Z","2024-05-03T04:41:50.000Z","","badjak.compling.cornell.edu","","28b12792776f85e2121e0fd258b051fe5dd58791","https://github.com/IandRover/CCL/tree/28b12792776f85e2121e0fd258b051fe5dd58791","1","NVIDIA GeForce RTX 2080 Ti","2024-05-03T04:02:49.000Z","2341","1","elu","relu","cnn","64","0","CIFAR10","100","1","0","0.1","BP","0.5","0.00001","","0.5","1","zero","0","0.001","0","0","0","0","train","3","SGD","classification","none","100","200","0","./yaml/cnn/cifar10_bp.yaml","39","0.6003271024227143","0.68224109249115"
"CIFAR10_BP_none","0.839","0.8379","finished","uwiyaowb","-","","","","","2024-05-03T03:21:44.000Z","2024-05-03T03:21:44.000Z","","badjak.compling.cornell.edu","","28b12792776f85e2121e0fd258b051fe5dd58791","https://github.com/IandRover/CCL/tree/28b12792776f85e2121e0fd258b051fe5dd58791","1","NVIDIA GeForce RTX 2080 Ti","2024-05-03T02:37:27.000Z","2657","1","elu","relu","cnn","64","0","CIFAR10","100","1","0","0.03","BP","0.5","0.00001","","0.5","1","zero","0","0.001","0","0","0","0","train","3","SGD","classification","none","100","200","0","./yaml/cnn/cifar10_bp.yaml","46","0.5504457451820374","0.6164656142234802"
"CIFAR10_BP_none","0.8388","0.8385","finished","3b4iffwk","-","","","","","2024-05-03T04:02:39.000Z","2024-05-03T04:02:39.000Z","","badjak.compling.cornell.edu","","28b12792776f85e2121e0fd258b051fe5dd58791","https://github.com/IandRover/CCL/tree/28b12792776f85e2121e0fd258b051fe5dd58791","1","NVIDIA GeForce RTX 2080 Ti","2024-05-03T03:21:54.000Z","2445","1","elu","relu","cnn","64","0","CIFAR10","100","1","0","0.1","BP","0.9","0.00001","","0.5","1","zero","0","0.001","0","0","0","0","train","3","SGD","classification","none","100","200","0","./yaml/cnn/cifar10_bp.yaml","70","0.5186638276338578","0.6471530521392822"
"CIFAR10_BP_none","0.8376","0.8589","finished","1b3ycx9y","-","","","","","2024-05-03T05:19:55.000Z","2024-05-03T05:19:55.000Z","","badjak.compling.cornell.edu","","28b12792776f85e2121e0fd258b051fe5dd58791","https://github.com/IandRover/CCL/tree/28b12792776f85e2121e0fd258b051fe5dd58791","1","NVIDIA GeForce RTX 2080 Ti","2024-05-03T04:41:58.000Z","2277","1","elu","relu","cnn","64","0","CIFAR10","100","2","0","0.03","BP","0.9","0.00001","","0.5","1","zero","0","0.001","0","0","0","0","train","3","SGD","classification","none","100","200","0","./yaml/cnn/cifar10_bp.yaml","89","0.5175970841884613","0.5859302659034729"
"CIFAR10_BP_none","0.8372","0.8356","finished","2pkw3qie","-","","","","","2024-05-03T04:18:25.000Z","2024-05-03T04:18:25.000Z","","gadikota-compute-01.cee.cornell.edu","","28b12792776f85e2121e0fd258b051fe5dd58791","https://github.com/IandRover/CCL/tree/28b12792776f85e2121e0fd258b051fe5dd58791","1","NVIDIA GeForce RTX 2080 Ti","2024-05-03T03:43:40.000Z","2085","1","elu","relu","cnn","128","0","CIFAR10","100","1","0","0.1","BP","0.5","0.00001","","0.5","1","zero","0","0.001","0","0","0","0","train","3","SGD","classification","none","100","200","0","./yaml/cnn/cifar10_bp.yaml","39","0.5722101452827454","0.6622274196624756"
"CIFAR10_BP_none","0.836","0.8355","finished","97udsbdu","-","","","","","2024-05-03T03:43:31.000Z","2024-05-03T03:43:31.000Z","","gadikota-compute-01.cee.cornell.edu","","28b12792776f85e2121e0fd258b051fe5dd58791","https://github.com/IandRover/CCL/tree/28b12792776f85e2121e0fd258b051fe5dd58791","1","NVIDIA GeForce RTX 2080 Ti","2024-05-03T03:08:26.000Z","2105","1","elu","relu","cnn","128","0","CIFAR10","100","1","0","0.1","BP","0.9","0.00001","","0.5","1","zero","0","0.001","0","0","0","0","train","3","SGD","classification","none","100","200","0","./yaml/cnn/cifar10_bp.yaml","49","0.6038089592933655","0.7343834835529327"
"CIFAR10_BP_none","0.8358","0.8413","finished","xsajek66","-","","","","","2024-05-03T05:28:41.000Z","2024-05-03T05:28:41.000Z","","gadikota-compute-01.cee.cornell.edu","","28b12792776f85e2121e0fd258b051fe5dd58791","https://github.com/IandRover/CCL/tree/28b12792776f85e2121e0fd258b051fe5dd58791","1","NVIDIA GeForce RTX 2080 Ti","2024-05-03T04:53:33.000Z","2108","1","elu","relu","cnn","128","0","CIFAR10","100","2","0","0.03","BP","0.5","0.00001","","0.5","1","zero","0","0.001","0","0","0","0","train","3","SGD","classification","none","100","200","0","./yaml/cnn/cifar10_bp.yaml","62","0.5224423818588256","0.5540172018051147"
"CIFAR10_BP_none","0.8358","0.8353","finished","ctnnvdr7","-","","","","","2024-05-03T04:30:44.000Z","2024-05-03T04:30:44.000Z","","harpo.cs.cornell.edu","","28b12792776f85e2121e0fd258b051fe5dd58791","https://github.com/IandRover/CCL/tree/28b12792776f85e2121e0fd258b051fe5dd58791","1","NVIDIA GeForce GTX 1080 Ti","2024-05-03T03:52:57.000Z","2267","1","elu","relu","cnn","128","0","CIFAR10","100","1","0","0.1","BP","0.5","0.00001","","0.5","0","zero","0","0.001","0","0","0","0","train","3","SGD","classification","none","100","200","0","./yaml/cnn/cifar10_bp.yaml","36","0.5601184362411499","0.6755292103767395"
"CIFAR10_BP_none","0.8352","0.8482","finished","1onmufib","-","","","","","2024-05-03T05:47:44.000Z","2024-05-03T05:47:44.000Z","","harpo.cs.cornell.edu","","28b12792776f85e2121e0fd258b051fe5dd58791","https://github.com/IandRover/CCL/tree/28b12792776f85e2121e0fd258b051fe5dd58791","1","NVIDIA GeForce GTX 1080 Ti","2024-05-03T05:09:37.000Z","2287","1","elu","relu","cnn","128","0","CIFAR10","100","2","0","0.03","BP","0.5","0.00001","","0.5","0","zero","0","0.001","0","0","0","0","train","3","SGD","classification","none","100","200","0","./yaml/cnn/cifar10_bp.yaml","68","0.508350979232788","0.551068901014328"
"CIFAR10_BP_none","0.8348","0.8471","finished","pligad6w","-","","","","","2024-05-05T03:51:38.000Z","2024-05-05T03:51:38.000Z","","lecun.cs.cornell.edu","","536ddc178b97e5ce41f1a9a533b847d4fbfdf351","https://github.com/IandRover/CCL/tree/536ddc178b97e5ce41f1a9a533b847d4fbfdf351","1","NVIDIA GeForce RTX 2080 Ti","2024-05-05T03:14:43.000Z","2215","1","elu","elu","cnn_pool","64","0","CIFAR10","100","1","0","0.03","BP","0.9","0.00001","0.5","0.5","3","zero","0","0.001","0","0","0.03","0.9","train","3","SGD","classification","none","100","200","0","./yaml/cnn/cifar10_bp_pool.yaml","96","0.5062149506092072","0.5232134298563004"
"CIFAR10_BP_none","0.8328","0.8358","finished","l8cwqev3","-","","","","","2024-05-05T05:37:37.000Z","2024-05-05T05:37:37.000Z","","lecun.cs.cornell.edu","","536ddc178b97e5ce41f1a9a533b847d4fbfdf351","https://github.com/IandRover/CCL/tree/536ddc178b97e5ce41f1a9a533b847d4fbfdf351","1","NVIDIA GeForce RTX 2080 Ti","2024-05-05T04:58:48.000Z","2329","1","elu","elu","cnn_pool","64","0","CIFAR10","100","1","1","0.01","BP","0.5","0.00001","0.5","0.5","2","zero","0","0.001","0","1","0.01","0.5","train","3","SGD","classification","none","100","200","0","./yaml/cnn/cifar10_bp_pool.yaml","81","0.4699799246311187","0.4988356524705887"
"CIFAR10_BP_none","0.8328","0.8424","finished","ouqz4bfv","-","","","","","2024-05-03T08:45:40.000Z","2024-05-03T08:45:40.000Z","","rush-compute-01.tech.cornell.edu","","28b12792776f85e2121e0fd258b051fe5dd58791","https://github.com/IandRover/CCL/tree/28b12792776f85e2121e0fd258b051fe5dd58791","1","NVIDIA TITAN RTX","2024-05-03T08:10:45.000Z","2095","1","elu","elu","cnn_pool","64","0","CIFAR10","100","1","1","0.01","BP","0.5","0.00001","","0.5","0","zero","0","0.001","0","1","0.01","0.5","train","3","SGD","classification","none","100","200","0","./yaml/cnn/cifar10_bp_pool.yaml","89","0.4634282483100891","0.49961358199119565"
"CIFAR10_BP_none","0.832","0.8308","finished","lf3imygj","-","","","","","2024-05-03T03:52:20.000Z","2024-05-03T03:52:20.000Z","","harpo.cs.cornell.edu","","28b12792776f85e2121e0fd258b051fe5dd58791","https://github.com/IandRover/CCL/tree/28b12792776f85e2121e0fd258b051fe5dd58791","1","NVIDIA GeForce GTX 1080 Ti","2024-05-03T03:13:59.000Z","2301","1","elu","relu","cnn","128","0","CIFAR10","100","1","0","0.1","BP","0.9","0.00001","","0.5","0","zero","0","0.001","0","0","0","0","train","3","SGD","classification","none","100","200","0","./yaml/cnn/cifar10_bp.yaml","46","0.5975230633735656","0.747088756763935"
"CIFAR10_BP_none","0.8318","0.8426","finished","j8dwo7tj","-","","","","","2024-05-03T12:03:50.000Z","2024-05-03T12:03:50.000Z","","tripods-compute-02.cs.cornell.edu","","28b12792776f85e2121e0fd258b051fe5dd58791","https://github.com/IandRover/CCL/tree/28b12792776f85e2121e0fd258b051fe5dd58791","1","NVIDIA GeForce GTX 1080 Ti","2024-05-03T11:23:01.000Z","2449","1","elu","elu","cnn_pool","128","0","CIFAR10","100","0","1","0.05","BP","0.5","0.00001","","0.5","1","zero","0","0.001","0","1","0.05","0.5","train","3","SGD","classification","none","100","200","0","./yaml/cnn/cifar10_bp_pool.yaml","57","0.5132946057319641","0.5844023049354553"
"CIFAR10_BP_none","0.829","0.8343","finished","sddlff3l","-","","","","","2024-05-03T09:58:11.000Z","2024-05-03T09:58:11.000Z","","tripods-compute-02.cs.cornell.edu","","28b12792776f85e2121e0fd258b051fe5dd58791","https://github.com/IandRover/CCL/tree/28b12792776f85e2121e0fd258b051fe5dd58791","1","NVIDIA GeForce GTX 1080 Ti","2024-05-03T09:17:06.000Z","2465","1","elu","elu","cnn_pool","128","0","CIFAR10","100","0","1","0.01","BP","0.9","0.00001","","0.5","1","zero","0","0.001","0","1","0.01","0.9","train","3","SGD","classification","none","100","200","0","./yaml/cnn/cifar10_bp_pool.yaml","52","0.5190141493797302","0.6081177945137024"
"CIFAR10_BP_none","0.8284","0.8323","finished","vh0m6qpw","-","","","","","2024-05-03T14:53:58.000Z","2024-05-03T14:53:58.000Z","","sablab-gpu-03.ece.cornell.edu","","28b12792776f85e2121e0fd258b051fe5dd58791","https://github.com/IandRover/CCL/tree/28b12792776f85e2121e0fd258b051fe5dd58791","1","NVIDIA GeForce GTX 1080 Ti","2024-05-03T14:06:11.000Z","2867","1","elu","elu","cnn_pool","64","0","CIFAR10","100","0","3","0.01","BP","0.5","0.00001","","0.5","1","zero","0","0.001","0","3","0.01","0.5","train","3","SGD","classification","none","100","200","0","./yaml/cnn/cifar10_bp_pool.yaml","48","0.5289825353622436","0.5831140550732613"
